0, 周氏冥通記, LOC
173, 「
174, 暫行
175, 。
176, 」
177, 二十七
178, 旦
179, ，
180, 獨在
181, 住家
182, 廨
183, 。
184, 及
185, 還館
186, 中
187, ，
188, 言色
189, 平然
190, ，
191, 了
192, 無
193, 一異
194, 。
195, 更香湯
196, 沐浴
197, ，
198, 著
199, 諸淨衣
200, ，
201, 與
202, 文幸
203, 碁
204, 博讀
205, 書
206, ，
207, 而
208, 屢瞻晷
209, 景
210, 。
211, 至
212, 日
213, 昳
214, 後
215, ，
216, 便云起
217, ：
218, 「
219, 時至
220, 矣
221, 。
222, 」
223, 即束
224, 帶
225, 燒香
226, ，
227, 往師
228, 經堂
229, 中
230, ，
231, 遍禮道
232, 衆
233, ，
234, 徑出
235, 還所住
236, 廨
237, 。
238, 衆
239, 人
240, 正言
241, ：
242, 「
243, 應
244, 就
245, 齋
246, 去
247, 。
248, 」
249, 日
250, 哺間
251, ，
252, 其弟
253, 名子
254, 平往
255, 看
256, ，
257, 正見
258, 於
259, 仙屋
260, 燒香
261, ，
262, 出
263, 還住
264, 戶
265, 。
266, 問子平
267, ：
268, 「
269, 何以
270, 來
271, ？
272, 」
273, 答云
274, ：
275, 「
276, 姨
277, 孃
278, 氣發
279, ，
280, 唤兄
281, 還合藥
282, 煮湯
283, 。
284, 」
285, 語云
286, ：
287, 「
288, 我體
289, 亦
290, 小惡
291, ，
292, 即時
293, 欲
294, 服藥
295, 。
296, 竟當還
297, ，
298, 若未
299, 即還
300, ，
301, 汝
302, 可
303, 更
304, 來
305, 。
306, 」
307, 仍見
308, 鐺
309, 中
310, 温半升
311, 酒
312, ，
313, 子平馳
314, 還說
315, 此
316, ，
317, 姨母
318, 驚怪
319, ，
320, 亟令
321, 走
322, 往
323, 。
324, 已正見
325, 偃
326, 臥
327, ，
328, 子平
329, 不敢
330, 便進
331, 。
332, 俄頃
333, 所
334, 生母
335, 及
336, 姨母
337, 續至
338, ，
339, 見
340, 便
341, 悲叫
342, ，
343, 問
344, ：
345, 「
346, 何意
347, ？
348, 何意
349, ？
350, 」
351, 唯閉
352, 眼舉手
353, ，
354, 三彈
355, 指云
356, ：
357, 「
358, 莫聲
359, 叫
360, ！
361, 莫聲
362, 叫
363, ！
364, 誤
365, 人事
366, 。
367, 」
368, 其母
369, 欲
370, 捧
371, 頭起
372, ，
373, 而蹴巾轉
374, 。
375, 猶舉手
376, 再過
377, 正巾
378, ，
379, 須臾
380, 氣絕
381, 。
382, 時用
383, 香
384, 鑪
385, 燒
386, 一片
387, 薰
388, 陸
389, 如
390, 貍
391, 豆
392, 大
393, ，
394, 煙猶未息
395, 。
396, 計此
397, 正當
398, 半食頃
399, 耳
400, ，
401, 時年
402, 二十
403, 。
404, 

16, 先已
17, 裝束
18, ，
19, 內衣
20, 上止
21, 著眠衣
22, ，
23, 加以
24, 法服
25, ，
26, 並堅
27, 結其帶
28, 。
29, 脫草
30, 襦
31, 卷
32, 辟
33, 之
34, ，
35, 容質
36, 鮮淨
37, ，
38, 不異
39, 於
40, 生
41, 。
42, 一切
43, 聞見
44, ，
45, 莫不
46, 歎
47, 駭
48, 。
49, 以
50, 二十九日
51, 日
52, 昳
53, 後
54, 殯
55, ，
56, 仍造
57, 礱
58, 塚
59, 於
60, 東岡
61, 。
62, 十一月
63, 三日
64, 丙寅日
65, 昳
66, 後
67, 窆
68, ，
69, 即
70, 捧
71, 土成
72, 墳
73, 。
74, 此後音影
75, 寂寥
76, ，
77, 未通
78, 寤寐
79, ，
80, 將同
81, 人神
82, 之
83, 隔
84, ，
85, 爲
86, 機會
87, 俟
88, 時乎
89, ？
90, 其得
91, 道
92, 原由
93, 品號
94, 自具
95, 顯所
96, 「
97, 受記
98, 」
99, 中
100, ，
101, 今略
102, 疏
103, 在
104, 世事
105, 跡
106, ，
107, 共所聞
108, 見
109, 如此
110, ，
111, 故載
112, 之
113, 記前
114, 。
115, 

17, 又爾
18, 於
19, 書案
20, 上
21, 得
22, 四函書
23, ，
24, 並封題
25, ，
26, 上
27, 皆
28, 濕
29, ，
30, 一函與師
31, ；
32, 一函
33, 與
34, 後
35, 廨
36, 姨母
37, 等
38, ；
39, 一函
40, 與
41, 舅
42, 徐普明
43, ；
44, 一大
45, 函有
46, 四紙
47, ，
48, 與
49, 南館
50, 東山諸
51, 道士
52, ，
53, 並是
54, 告別
55, 。
56, 同云
57, 二十七日
58, ，
59, 計此
60, 當時
61, 是
62, 從
63, 朱陽, LOC
64, 還仍
65, 作書
66, 。
67, 作書竟
68, ，
69, 便
70, 燒香
71, 也
72, 。
73, 又
74, 檢温
75, 鐺
76, 中
77, ，
78, 猶
79, 如常
80, 酒氣
81, ；
82, 瓦盆
83, 中
84, 已
85, 被
86, 水盪
87, 無氣
88, ，
89, 都
90, 不見
91, 藥
92, 蹤
93, 跡
94, ，
95, 竟
96, 不
97, 測何
98, 所
99, 因
100, 託
101, 。
102, 師既
103, 惋慨
104, 此事
105, ，
106, 追恨
107, 不早
108, 研究
109, 。
110, 今人
111, 委曲
112, 科檢諸
113, 篋
114, 藴
115, ，
116, 庶
117, 覩
118, 遺記
119, ，
120, 而永無一
121, 札
122, 。
123, 文幸
124, 云
125, ：
126, 「
127, 二十六日
128, ，
129, 燒兩束
130, 書
131, ，
132, 可百餘紙
133, ，
134, 不
135, 聽
136, 人
137, 見
138, 。
139, 」
140, 意疑
141, 此必
142, 皆
143, 已
144, 焚
145, 燬
146, ，
147, 懊惜
148, 彌切
149, ，
150, 心猶未
151, 弭
152, 。
153, 十一月
154, 旦
155, 甲子
156, ，
157, 試自往
158, 燕口
159, 山洞
160, 尋看
161, ，
162, 果見
163, 封
164, 投
165, 一大
166, 函
167, 。
168, 登崎
169, 嶽
170, ，
171, 鈎
172, 取
173, 拜
174, 請
175, ，
176, 將還
177, 開視
178, ，
179, 即
180, 是
181, 從
182, 來
183, 受旨
184, 。
185, 

18, 五月
19, 唯有
20, 夏至
21, 日後四事
22, ，
23, 六月
24, 七月
25, 並具
26, 足
27, ，
28, 從
29, 八月
30, 後
31, 至今
32, 年
33, 七月
34, 末
35, ，
36, 止
37, 疏目
38, 録
39, ，
40, 略舉
41, 事端
42, ，
43, 稱云
44, 而已
45, 。
46, 未
47, 測亦並
48, 有事
49, 如
50, 六七
51, 月
52, 而
53, 不存
54, 録
55, ，
56, 爲
57, 當不
58, 復
59, 備記
60, ，
61, 止徑
62, 略
63, 如此
64, 邪
65, ？
66, 今以
67, 意求
68, ，
69, 恐是
70, 不
71, 復
72, 疏
73, 之
74, 。
75, 何知爾
76, ？
77, 尋初
78, 降數旬
79, 中
80, 已
81, 得
82, 閑
83, 静
84, ，
85, 後
86, 既
87, 混糅
88, ，
89, 恒親
90, 紛務
91, ，
92, 不展
93, 避人題
94, 之紙
95, 墨
96, ，
97, 直止
98, 録
99, 條領
100, 耳
101, 。
102, 想
103, 此十餘
104, 月
105, 中
106, ，
107, 訓諭
108, 何限
109, 惜乎
110, 弗問
111, ，
112, 此師
113, 之咎
114, 矣
115, 。
116, 

19, 又
20, 從
21, 今年
22, 八月
23, 至
24, 十月
25, ，
26, 都
27, 不
28, 復
29, 見
30, 一條
31, 。
32, 又
33, 尋所
34, 燒者
35, ，
36, 定當非
37, 此例
38, ，
39, 無容
40, 一封
41, 一焚
42, 故
43, 也
44, 。
45, 又
46, 從
47, 來
48, 有
49, 令師
50, 及
51, 姨母
52, 知
53, 者
54, ，
55, 止有
56, 數條
57, 。
58, 一
59, 者
60, ，
61, 初夏
62, 至日
63, 晝眠
64, ，
65, 內外
66, 怪責
67, ，
68, 不得不
69, 說
70, ；
71, 二者
72, ，
73, 斷
74, 不
75, 食脯
76, 肉
77, ，
78, 亦
79, 被
80, 怪
81, ，
82, 不得不
83, 說
84, ；
85, 三者
86, ，
87, 與
88, 師共辭
89, 請
90, 雨
91, ，
92, 真旨
93, 令
94, 改朱
95, 用墨
96, ，
97, 此
98, 不得不
99, 說
100, ；
101, 四者
102, ，
103, 師得
104, 停召
105, ，
106, 真旨
107, 令
108, 告知
109, ，
110, 此
111, 不得不
112, 說
113, 。
114, 所可指
115, 的
116, ，
117, 唯此
118, 四事
119, 。
120, 自餘
121, 或
122, 有
123, 訪問
124, ，
125, 皆
126, 依
127, 違末略
128, ，
129, 初
130, 不
131, 顯詔
132, 。
133, 又
134, 師經
135, 一過
136, ，
137, 因辭
138, 訪移
139, 朱陽, LOC
140, 。
141, 及
142, 有所
143, 當事
144, ，
145, 後
146, 屢問
147, ：
148, 「
149, 蒙答
150, 以
151, 不
152, ？
153, 」
154, 每云
155, ：
156, 「
157, 未報
158, 。
159, 」
160, 遂
161, 不
162, 顯言
163, 。
164, 今料視
165, ，
166, 定
167, 已有
168, 答
169, 。
170, 尋此
171, 當是
172, 恐問
173, 便
174, 有
175, 酬者
176, ，
177, 則
178, 人人
179, 因
180, 託
181, 不少
182, 。
183, 若
184, 不
185, 爲
186, 問
187, ，
188, 則
189, 被
190, 人責
191, ；
192, 若悉
193, 爲
194, 問
195, ，
196, 便
197, 忤
198, 冥旨
199, 。
200, 是
201, 以
202, 皆
203, 匿隱
204, 之
205, 。
206, 

20, 周所住
21, 廨
22, 庭壇
23, 有
24, 數株
25, 大柏樹
26, ，
27, 其戶
28, 前
29, 一樹
30, 甚
31, 豐茂
32, 。
33, 甲午年
34, 臘月望
35, 日
36, ，
37, 忽見
38, 有如
39, 糖
40, 灑
41, 徧
42, 樹
43, 上下
44, ，
45, 中間
46, 尤多
47, 。
48, 於
49, 時
50, 晡
51, 許
52, ，
53, 華陽, LOC
54, 都
55, 講丁景
56, 達來
57, 看
58, ，
59, 徐普明
60, 並見
61, 之
62, 。
63, 驚問
64, ：
65, 「
66, 見此
67, 甘露
68, 降下
69, ？
70, 」
71, 家人
72, 不欲顯
73, 此事
74, ，
75, 乃戲言
76, ：
77, 「
78, 向小兒
79, 以糖沃
80, 之
81, 耳
82, 。
83, 」
84, 因共
85, 擿
86, 嘗
87, ，
88, 正如
89, 蜜味
90, 。
91, 亟折
92, 兩枝
93, 見示
94, ，
95, 以
96, 插戶
97, 簾
98, 上
99, ，
100, 十餘日
101, 猶
102, 在
103, 。
104, 

21, 又
22, 周所
23, 住屋
24, 南
25, 步廊
26, 夾兩邊種
27, 竹
28, ，
29, 竹根
30, 穿入
31, 廊
32, 下
33, 。
34, 乙未年
35, 五月
36, 十八日
37, ，
38, 共其舅
39, 徐普明
40, 在
41, 中堂, LOC
42, 爲
43, 謝家
44, 大齋
45, ，
46, 三日
47, 竟散
48, 齋
49, 。
50, 日中
51, 後
52, ，
53, 其舅
54, 暫還
55, 廨
56, ，
57, 忽見
58, 步廊
59, 竹根
60, 生一筍
61, ，
62, 三寸
63, 已上
64, 分
65, 爲
66, 二條
67, ，
68, 並抽筠
69, 籜
70, ，
71, 齊長
72, 九寸
73, 。
74, 昨都
75, 不見
76, ，
77, 而今
78, 忽有
79, ，
80, 普
81, 明知
82, 是
83, 異
84, ，
85, 恐小兒
86, 拔
87, 弄
88, ，
89, 仍折
90, 取來
91, 中堂, LOC
92, ，
93, 遍示諸
94, 道士
95, ，
96, 咸共
97, 嗟
98, 歎
99, 未
100, 嘗
101, 有
102, 此
103, 。
104, 隱居
105, 深恨
106, 不置
107, 令
108, 成竹
109, ，
110, 又
111, 恐爛壞
112, ，
113, 乃炙乾
114, 録
115, 之
116, ，
117, 即日
118, 猶在
119, 。
120, 

22, 又
23, 周移
24, 朱陽館, LOC
25, ，
26, 於
27, 東立屋
28, ，
29, 積茅
30, 在
31, 屋東北
32, ，
33, 覆屋
34, 後
35, 殘茅
36, 。
37, 周往
38, 更積
39, ，
40, 忽見
41, 一白龜
42, ，
43, 可長
44, 六寸
45, 許
46, ，
47, 身形
48, 皮甲
49, 通白
50, 如
51, 滑石
52, ，
53, 唯厭
54, 上
55, 有
56, 四
57, 黑文
58, ，
59, 狀如書字
60, ，
61, 不可
62, 識
63, 。
64, 捉
65, 取
66, 翫
67, 弄
68, 良久
69, ，
70, 乃欲
71, 將還
72, ，
73, 意
74, 不敢
75, ，
76, 遂
77, 放
78, 之
79, 。
80, 還即
81, 向
82, 其家
83, 說
84, 此
85, 。
86, 

23, 右此
24, 追
25, 記憶
26, ，
27, 見
28, 其經
29, 有
30, 此
31, 諸異
32, 事條
33, 。
34, 

24, 

25, 啟事
26, 

26, 臣
27, 弘景啟
28, ：
29, 去
30, 十月
31, 將末
32, ，
33, 忽有
34, 周氏事
35, ，
36, 既
37, 在
38, 齋禁
39, ，
40, 無由即
41, 得
42, 啟聞
43, 。
44, 今謹
45, 撰事跡
46, ，
47, 凡
48, 四卷
49, ，
50, 如別
51, 上
52, 呈
53, 。
54, 但
55, 某覆障
56, 疑網
57, ，
58, 不早
59, 信悟
60, ，
61, 追
62, 自咎
63, 悼
64, ，
65, 分貽刻責
66, 。
67, 淵文口
68, 具陳述
69, ，
70, 伏願
71, 宥
72, 以
73, 闇
74, 惰
75, 。
76, 謹啟
77, 。
78, 十二月
79, 十六日
80, 。
81, 

27, 

28, 勃答
29, 

29, 省疏
30, ，
31, 並見
32, 周氏
33, 遺跡
34, ，
35, 真言
36, 顯然
37, ，
38, 符驗
39, 前
40, 誥
41, ，
42, 二三
43, 明白
44, ，
45, 益
46, 爲
47, 奇特
48, 。
49, 四卷
50, 今留
51, 之
52, ，
53, 見淵文
54, ，
55, 並具
56, 一一
57, ，
58, 唯
59, 增
60, 讚
61, 歎
62, 。
63, 十二月
64, 二十日
65, 。
66, 

30, 右
31, ，
32, 此周
33, 去
34, 時
35, ，
36, 先生
37, 正在
38, 鬱
39, 崗隱齋
40, 禁限
41, ，
42, 不獲
43, 即
44, 得
45, 啓
46, 聞
47, 。
48, 後
49, 撰
50, 寫
51, 遺記
52, 畢
53, ，
54, 方遣
55, 潘
56, 中正
57, 出啟
58, 上
59, 呈
60, 。
61, 聖上
62, 登
63, 於
64, 內殿
65, ，
66, 開讀
67, 四卷
68, ，
69, 委曲
70, 備悉
71, ，
72, 事事
73, 顧問
74, ，
75, 亦
76, 隨事
77, 奉答
78, 。
79, 

31, 右
32, ，
33, 《
34, 周傳
35, 》
36, 。
37, 

32, 

33, 五月
34, 事
35, 。
36, 

34, 夏至
35, 日未
36, 中少許
37, ，
38, 在
39, 所
40, 住
41, 戶南
42, 牀
43, 眠
44, 。
45, 始覺
46, ，
47, 仍令善
48, 生下
49, 簾
50, ，
51, 又
52, 眠
53, ，
54, 未熟
55, ，
56, 忽見
57, 一人
58, ，
59, 長
60, 可
61, 七尺
62, ，
63, 面小口
64, 鼻
65, ，
66, 猛眉
67, ，
68, 多少
69, 有
70, 鬚
71, 青白色
72, ，
73, 年
74, 可
75, 四十
76, 許
77, ，
78, 著
79, 朱衣
80, ，
81, 赤
82, 幘
83, 上
84, 載蟬
85, ，
86, 垂纓
87, 極長
88, ，
89, 紫革
90, 帶廣
91, 七寸
92, 許
93, ，
94, 帶
95, 鞶
96, 囊
97, ，
98, 鞶
99, 囊
100, 作龍頭
101, 。
102, 足著
103, 兩頭
104, 舄
105, ，
106, 舄
107, 紫色
108, ，
109, 行時
110, 有聲
111, 索索
112, 然
113, 。
114, 從者
115, 十二
116, 人
117, ，
118, 二人
119, 提裾
120, ，
121, 作兩髻
122, ，
123, 髻
124, 如
125, 永嘉, LOC
126, 老姥髻
127, 。
128, 紫衫
129, 青袴履
130, ，
131, 縛椅
132, 極緩
133, 。
134, 三人著
135, 紫袴褶
136, ，
137, 平巾
138, 幘
139, ，
140, 手
141, 各
142, 執簡
143, ，
144, 簡上
145, 有
146, 字
147, ，
148, 不可
149, 識
150, 。
151, 又
152, 七人並
153, 白布
154, 袴
155, 褶
156, ，
157, 履
158, 靺
159, ，
160, 悉
161, 有所
162, 執
163, 。
164, 一人挾
165, 坐席
166, ，
167, 一人
168, 把
169, 如意
170, 五色
171, 毛扇
172, ，
173, 一人
174, 把
175, 大卷
176, 書
177, ，
178, 一人持
179, 紙筆
180, 大硯
181, ，
182, 硯
183, 黑色
184, ，
185, 筆猶如
186, 世上
187, 筆
188, 。
189, 一人
190, 捉
191, 繖
192, ，
193, 繖
194, 狀
195, 如
196, 毛羽
197, ，
198, 又
199, 似
200, 綵
201, 帛
202, ，
203, 斑駁
204, 可
205, 愛
206, 。
207, 繖
208, 形圓深
209, ，
210, 柄
211, 黑色
212, 極長
213, 。
214, 入屋
215, 後
216, ，
217, 倚簷
218, 前
219, 。
220, 其
221, 二人
222, 並持
223, 囊
224, ，
225, 囊大如
226, 小柱
227, ，
228, 似有
229, 文書
230, 。
231, 挾席
232, 人
233, 舒置
234, 書
235, 牀
236, 上
237, ，
238, 席
239, 白色
240, 有
241, 光明
242, ，
243, 草縷
244, 如
245, 䓉
246, 子
247, ，
248, 但織縷
249, 尤大耳
250, 。
251, 侍者
252, 六人入
253, 戶
254, ，
255, 並倚子平
256, 牀
257, 前
258, 。
259, 此人
260, 始入
261, 戶
262, ，
263, 便
264, 皺
265, 面云
266, ：
267, 「
268, 居太近
269, 後
270, 。
271, 」
272, 仍
273, 就座
274, ，
275, 以臂
276, 隱書
277, 桉
278, 。
279, 於
280, 時
281, 筆及
282, 約
283, 尺悉
284, 在
285, 桉
286, 上
287, ，
288, 便
289, 自捉
290, 內格
291, 中
292, ，
293, 移格置
294, 北頭
295, 。
296, 

35, 問
36, 左右
37, ：
38, 「
39, 那不將
40, 几來
41, ？
42, 」
43, 答
44, 曰
45, ：
46, 「
47, 官近行
48, ，
49, 不將
50, 來
51, 。
52, 」
53, 乃謂
54, 子良
55, 曰
56, ：
57, 「
58, 我
59, 是
60, 此山府
61, 丞
62, ，
63, 嘉卿
64, 無
65, 愆
66, ，
67, 故來
68, 相造
69, 。
70, 」
71, 子良
72, 乃
73, 起
74, ，
75, 整衫
76, 未答
77, 。
78, 仍問
79, 曰
80, ：
81, 「
82, 今是
83, 吉日
84, ，
85, 日
86, 已
87, 欲
88, 中
89, ，
90, 卿
91, 齋
92, 不
93, ？
94, 」
95, 答
96, ：
97, 「
98, 依常
99, 朝拜
100, 中食
101, 耳
102, ，
103, 未曉齋
104, 法
105, 。
106, 」
107, 又
108, ：
109, 「
110, 中食
111, 亦
112, 足
113, ，
114, 但
115, 夏月眠
116, 不益
117, 人
118, ，
119, 莫恒
120, 貪眠
121, 。
122, 」
123, 又
124, 答
125, ：
126, 「
127, 體贏
128, ，
129, 有
130, 小事
131, ，
132, 竟覺
133, 倦倦
134, 如欲眠
135, ，
136, 不能
137, 自禁
138, 。
139, 」
140, 曰
141, ：
142, 「
143, 小小
144, 消息
145, ，
146, 無苦
147, 。
148, 」
149, 因風起
150, 吹
151, 繖
152, 欲
153, 倒
154, ，
155, 仍令
156, 左右
157, 看
158, 繖
159, 。
160, 赤豆
161, 在庭
162, 中戲
163, ，
164, 走來
165, 垂
166, 至
167, 繖
168, 邊
169, ，
170, 左右
171, 以手格
172, 去
173, 。
174, 郎善
175, 又
176, 來
177, ，
178, 架子
179, 上取
180, 塸
181, ，
182, 觸此
183, 左右
184, ，
185, 善
186, 便
187, 倒地
188, ，
189, 此
190, 左右
191, 以手
192, 接
193, 之
194, 。
195, 此人
196, ：
197, 「
198, 那得
199, 此小兒子
200, ？
201, 」
202, 子良答
203, ：
204, 「
205, 家
206, 在
207, 錢塘, LOC
208, ，
209, 姓
210, 俞
211, ，
212, 權寄此
213, 住
214, 。
215, 」
216, 又
217, 曰
218, ：
219, 「
220, 勿
221, 令
222, 裸身
223, ，
224, 善神見
225, 之
226, 。
227, 」
228, 又問
229, ：
230, 「
